#EXPORTTYPE:                 ,DATA ALL                                                                    
#FILE:                       ,dealloy_Al_12122023_MACT_A_pink_label_20Kmin_20O2_80Ar_1200C_round_2.ngb-ds3
#FORMAT:                     ,NETZSCH5                                                                    
#FTYPE:                      ,ANSI                                                                        
#IDENTITY:                   ,De_alloy_MACT_pk_R2                                                         
#DECIMAL:                    ,POINT                                                                       
#SEPARATOR:                  ,COMMA                                                                       
#MTYPE:                      ,DSC                                                                         
#INSTRUMENT:                 ,NETZSCH STA 449F3                                                           
#PROJECT:                    ,nano-Al                                                                     
#DATE/TIME:                  ,12/12/2023 3:12:41 PM (UTC-5)                                               
#CORR. FILE:                 ,BL_11012023_20Kmin_1200C_10O2_40Ar.ngb-bs3                                  
#TEMPCAL:                    ,03-05-2023 11:25                                                            
#SENSITIVITY:                ,03-05-2023 11:53                                                            
#LABORATORY:                 ,calorimetry lab                                                             
#OPERATOR:                   ,YP                                                                          
#REMARK:                     ,dealloy_Al_12122023_MACT_A_pink_label_20Kmin_20O2_80Ar_1200C_round_2        
#SAMPLE:                     ,De_alloy_MACT_pk_R2                                                         
#SAMPLE MASS /mg:            ,5.3231                                                                      
#MATERIAL:                   ,mt                                                                          
#REFERENCE:                  ,empty                                                                       
#REFERENCE MASS /mg:         ,0                                                                           
#TYPE OF CRUCIBLE:           ,Al2O3 85 µl, with lid                                                       
#SAMPLE CRUCIBLE MASS /mg:   ,0                                                                           
#REFERENCE CRUCIBLE MASS /mg:,0                                                                           
#DSC RANGE /µV:              ,5000                                                                        
#TG RANGE /mg:               ,35000                                                                       
#TAU-R:                      ,---                                                                         
#CORR. CODE:                 ,020                                                                         
#EXO:                        ,+1                                                                          
#RANGE:                      ,50°C/20.0(K/min)/1200°C                                                     
#SEGMENT:                    ,S3/3                                                                        
#SEG. 3:                     ,50°C/20.0(K/min)/1200°C                                                     

##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Sensit./(uV/mW)
 326.31400,49.74667,     11.38200, 99.25025,0.72725
 326.59698,49.76000,     11.37578, 99.22526,0.72709
 326.86499,49.77333,     11.37279, 99.23146,0.72694
 327.15399,49.78667,     11.36741, 99.22508,0.72678
 327.42401,49.80000,     11.36049, 99.25213,0.72663
 327.69199,49.81333,     11.35552, 99.31656,0.72648
 327.97601,49.82667,     11.35129, 99.35808,0.72632
 328.25900,49.84000,     11.34586, 99.38927,0.72616
 328.51300,49.85333,     11.33643, 99.41425,0.72602
 328.79300,49.86667,     11.33039, 99.41425,0.72587
 329.06100,49.88000,     11.32681, 99.40185,0.72572
 329.34100,49.89333,     11.32175, 99.41012,0.72556
 329.60400,49.90667,     11.31536, 99.41218,0.72541
 329.88400,49.92000,     11.31031, 99.39772,0.72525
 330.15601,49.93333,     11.30578, 99.42045,0.72510
 330.43500,49.94667,     11.29835, 99.42045,0.72494
 330.70801,49.96000,     11.29145, 99.42665,0.72479
 330.97800,49.97333,     11.28730, 99.45164,0.72464
 331.25101,49.98667,     11.28239, 99.45164,0.72448
 331.51999,50.00000,     11.27705, 99.45164,0.72433
 331.79401,50.01333,     11.26957, 99.46422,0.72417
 332.06500,50.02667,     11.26306, 99.47662,0.72402
 332.32800,50.04000,     11.25845, 99.47662,0.72387
 332.62399,50.05333,     11.25256, 99.47662,0.72370
 332.88699,50.06667,     11.24855, 99.47662,0.72355
 333.15500,50.08000,     11.24201, 99.48282,0.72340
 333.42200,50.09333,     11.23883, 99.50161,0.72325
 333.69199,50.10667,     11.23113, 99.50161,0.72309
 333.96201,50.12000,     11.22302, 99.50161,0.72294
 334.24100,50.13333,     11.21876, 99.52640,0.72278
 334.51199,50.14667,     11.21205, 99.52640,0.72262
 334.78500,50.16000,     11.20794, 99.53260,0.72247
 335.05499,50.17333,     11.20261, 99.55533,0.72231
 335.33200,50.18667,     11.19893, 99.55533,0.72215
 335.60400,50.20000,     11.19462, 99.55533,0.72199
 335.88000,50.21333,     11.18835, 99.58032,0.72184
 336.13199,50.22667,     11.18207, 99.58032,0.72169
 336.42200,50.24000,     11.17454, 99.56585,0.72152
 336.69299,50.25333,     11.16783, 99.56999,0.72136
 336.95599,50.26667,     11.15926, 99.56379,0.72121
 337.21500,50.28000,     11.15403, 99.54519,0.72106
 337.49301,50.29333,     11.14957, 99.55139,0.72090
 337.76001,50.30667,     11.14363, 99.57637,0.72075
 338.03101,50.32000,     11.13891, 99.59497,0.72059
 338.29800,50.33333,     11.13216, 99.59497,0.72043
 338.58801,50.34667,     11.12682, 99.61357,0.72026
 338.85501,50.36000,     11.12047, 99.61977,0.72011
 339.11301,50.37333,     11.11604, 99.61977,0.71996
 339.38599,50.38667,     11.11094, 99.63236,0.71980
 339.66199,50.40000,     11.10567, 99.64476,0.71963
 339.92899,50.41333,     11.09893, 99.64476,0.71948
 340.20001,50.42667,     11.09182, 99.64476,0.71932
 340.45901,50.44000,     11.08819, 99.64476,0.71917
 340.73700,50.45333,     11.08155, 99.64476,0.71900
 341.00101,50.46667,     11.07358, 99.64476,0.71885
 341.26501,50.48000,     11.06740, 99.65715,0.71869
 341.53000,50.49333,     11.05805, 99.66974,0.71853
 341.81000,50.50667,     11.05241, 99.66974,0.71837
 342.07001,50.52000,     11.04680, 99.65734,0.71821
 342.35101,50.53333,     11.04737, 99.65734,0.71805
 342.60999,50.54667,     11.03875, 99.66974,0.71789
 342.88199,50.56000,     11.03644, 99.66974,0.71773
 343.15302,50.57333,     11.02934, 99.66974,0.71757
 343.41800,50.58667,     11.01997, 99.66974,0.71741
 343.69601,50.60000,     11.01373, 99.67801,0.71725
 343.96899,50.61333,     11.00843, 99.67181,0.71708
 344.22699,50.62667,     11.00280, 99.67181,0.71693
 344.49399,50.64000,     10.99385, 99.68421,0.71677
 344.76401,50.65333,     10.98673, 99.69679,0.71661
 345.03000,50.66667,     10.98537, 99.69679,0.71645
 345.29300,50.68000,     10.97939, 99.69679,0.71629
 345.56100,50.69333,     10.96725, 99.71558,0.71613
 345.81900,50.70667,     10.96642, 99.72798,0.71598
 346.08701,50.72000,     10.95827, 99.74056,0.71582
 346.36401,50.73333,     10.95522, 99.71558,0.71565
 346.62500,50.74667,     10.95102, 99.70525,0.71549
 346.89600,50.76000,     10.94110, 99.71539,0.71533
 347.17401,50.77333,     10.93806, 99.70919,0.71516
 347.42401,50.78667,     10.93095, 99.72178,0.71501
 347.68701,50.80000,     10.92676, 99.73624,0.71485
 347.96600,50.81333,     10.91551, 99.73624,0.71468
 348.21899,50.82667,     10.90822, 99.75503,0.71453
 348.48099,50.84000,     10.90182, 99.76330,0.71437
 348.76099,50.85333,     10.89499, 99.76330,0.71420
 349.02701,50.86667,     10.89023, 99.78189,0.71404
 349.29099,50.88000,     10.88264, 99.79035,0.71388
 349.55899,50.89333,     10.88373, 99.79035,0.71371
 349.83200,50.90667,     10.87602, 99.80275,0.71355
 350.09100,50.92000,     10.86739, 99.81515,0.71339
 350.36099,50.93333,     10.85985, 99.81515,0.71322
 350.62701,50.94667,     10.85650, 99.82153,0.71306
 350.89301,50.96000,     10.85054, 99.84013,0.71290
 351.16299,50.97333,     10.84541, 99.84013,0.71273
 351.42801,50.98667,     10.83783, 99.85460,0.71257
 351.69000,51.00000,     10.83243, 99.87751,0.71241
 351.97198,51.01333,     10.82541, 99.92317,0.71223
 352.23199,51.02667,     10.81717, 99.93575,0.71207
 352.48499,51.04000,     10.80988, 99.92955,0.71192
 352.76199,51.05333,     10.80442, 99.89837,0.71175
 353.02802,51.06667,     10.79885, 99.89837,0.71158
 353.29099,51.08000,     10.79608, 99.89837,0.71142
 353.55301,51.09333,     10.79431, 99.89837,0.71126
 353.82800,51.10667,     10.78298, 99.90457,0.71109
 354.07501,51.12000,     10.77442, 99.92335,0.71094
 354.35300,51.13333,     10.76553, 99.91697,0.71076
 354.61899,51.14667,     10.76239, 99.91077,0.71060
 354.88199,51.16000,     10.75699, 99.92317,0.71044
 355.15500,51.17333,     10.75109, 99.92317,0.71027
 355.42001,51.18667,     10.74814, 99.92317,0.71010
 355.67001,51.20000,     10.74282, 99.92317,0.70995
 355.93301,51.21333,     10.73460, 99.92955,0.70978
 356.20499,51.22667,     10.72606, 99.94815,0.70961
 356.48300,51.24000,     10.72181, 99.94815,0.70944
 356.73499,51.25333,     10.71409, 99.94815,0.70928
 357.00101,51.26667,     10.70650, 99.96694,0.70911
 357.26501,51.28000,     10.70010, 99.97314,0.70895
 357.53299,51.29333,     10.69394, 99.97314,0.70878
 357.79901,51.30667,     10.68776, 99.98553,0.70861
 358.05399,51.32000,     10.68249,100.00225,0.70845
 358.32700,51.33333,     10.67577,100.00845,0.70828
 358.57901,51.34667,     10.67067,100.02705,0.70812
 358.85699,51.36000,     10.66744,100.02705,0.70795
 359.11899,51.37333,     10.65960,100.02705,0.70778
 359.38599,51.38667,     10.65140,100.02705,0.70762
 359.64401,51.40000,     10.64332,100.02705,0.70745
 359.90701,51.41333,     10.63852,100.02705,0.70729
 360.18399,51.42667,     10.63021,100.03325,0.70711
 360.44800,51.44000,     10.62178,100.05410,0.70694
 360.70099,51.45333,     10.61810,100.05410,0.70678
 360.96100,51.46667,     10.61105,100.06030,0.70662
 361.23801,51.48000,     10.60476,100.07890,0.70644
 361.49100,51.49333,     10.59642,100.07890,0.70628
 361.76401,51.50667,     10.58928,100.07890,0.70611
 362.02899,51.52000,     10.58632,100.07890,0.70594
 362.29800,51.53333,     10.58097,100.10389,0.70577
 362.55499,51.54667,     10.57327,100.10389,0.70561
 362.80899,51.56000,     10.56778,100.10389,0.70544
 363.08301,51.57333,     10.56044,100.10389,0.70527
 363.34500,51.58667,     10.55441,100.10389,0.70510
 363.60300,51.60000,     10.54915,100.10389,0.70494
 363.87500,51.61333,     10.54098,100.13094,0.70476
 364.14001,51.62667,     10.53599,100.13094,0.70459
 364.39700,51.64000,     10.53154,100.13094,0.70443
 364.65900,51.65333,     10.52449,100.15799,0.70426
 364.91901,51.66667,     10.51782,100.15799,0.70409
 365.19199,51.68000,     10.51169,100.16419,0.70392
 365.44299,51.69333,     10.50677,100.18279,0.70376
 365.70999,51.70667,     10.50159,100.18279,0.70358
 365.97501,51.72000,     10.49823,100.18279,0.70341
 366.24200,51.73333,     10.48898,100.18279,0.70324
 366.50601,51.74667,     10.48194,100.18918,0.70307
 366.75601,51.76000,     10.47293,100.21191,0.70291
 367.03601,51.77333,     10.46890,100.21191,0.70273
 367.29001,51.78667,     10.46257,100.21191,0.70256
 367.55399,51.80000,     10.45859,100.22449,0.70239
 367.82300,51.81333,     10.45363,100.25568,0.70222
 368.09000,51.82667,     10.44682,100.25568,0.70205
 368.35400,51.84000,     10.43691,100.25568,0.70187
 368.60501,51.85333,     10.43484,100.27428,0.70171
 368.88000,51.86667,     10.42933,100.28066,0.70153
 369.13901,51.88000,     10.42141,100.28066,0.70136
 369.40201,51.89333,     10.41599,100.28066,0.70119
 369.67099,51.90667,     10.41082,100.28066,0.70102
 369.92001,51.92000,     10.40751,100.30546,0.70086
 370.18201,51.93333,     10.40064,100.30546,0.70068
 370.45599,51.94667,     10.39388,100.30546,0.70051
 370.71600,51.96000,     10.38617,100.31185,0.70034
 370.98001,51.97333,     10.38013,100.33045,0.70016
 371.24100,51.98667,     10.37407,100.33045,0.69999
 371.50201,52.00000,     10.36759,100.33045,0.69982
 371.76001,52.01333,     10.36252,100.34285,0.69965
 372.02499,52.02667,     10.35669,100.33045,0.69948
 372.28900,52.04000,     10.34717,100.33045,0.69930
 372.55600,52.05333,     10.34218,100.33045,0.69913
 372.80801,52.06667,     10.34053,100.34285,0.69896
 373.06799,52.08000,     10.33383,100.35524,0.69879
 373.34399,52.09333,     10.32687,100.35524,0.69861
 373.59500,52.10667,     10.31742,100.35524,0.69845
 373.86301,52.12000,     10.31223,100.38023,0.69827
 374.12299,52.13333,     10.30820,100.38023,0.69810
 374.38101,52.14667,     10.29819,100.38023,0.69793
 374.64801,52.16000,     10.29483,100.40522,0.69775
 374.90500,52.17333,     10.28625,100.40522,0.69758
 375.16501,52.18667,     10.28139,100.40522,0.69741
 375.43100,52.20000,     10.27617,100.40522,0.69723
 375.69199,52.21333,     10.27214,100.42381,0.69706
 375.95401,52.22667,     10.26381,100.43020,0.69689
 376.21701,52.24000,     10.25897,100.43020,0.69671
 376.47699,52.25333,     10.25987,100.45087,0.69654
 376.75000,52.26667,     10.25123,100.45913,0.69636
 377.00101,52.28000,     10.24401,100.46552,0.69619
 377.27499,52.29333,     10.23722,100.48618,0.69601
 377.52200,52.30667,     10.23285,100.48618,0.69584
 377.78900,52.32000,     10.22290,100.48618,0.69566
 378.06201,52.33333,     10.21609,100.48618,0.69548
 378.31000,52.34667,     10.20946,100.51117,0.69532
 378.57300,52.36000,     10.20585,100.51117,0.69514
 378.83301,52.37333,     10.20098,100.51117,0.69497
 379.10400,52.38667,     10.19684,100.51117,0.69479
 379.35999,52.40000,     10.19048,100.51117,0.69461
 379.62701,52.41333,     10.18465,100.51737,0.69444
 379.88501,52.42667,     10.17831,100.53615,0.69426
 380.15201,52.44000,     10.16834,100.53615,0.69408
 380.40601,52.45333,     10.16175,100.53615,0.69391
 380.66901,52.46667,     10.15959,100.54235,0.69374
 380.92200,52.48000,     10.15319,100.56095,0.69357
 381.19101,52.49333,     10.14799,100.54217,0.69338
 381.44800,52.50667,     10.14225,100.53597,0.69321
 381.71399,52.52000,     10.13764,100.53597,0.69303
 381.97800,52.53333,     10.13114,100.54217,0.69285
 382.23001,52.54667,     10.12431,100.56095,0.69268
 382.49301,52.56000,     10.11822,100.56095,0.69251
 382.75500,52.57333,     10.11418,100.56095,0.69233
 383.02100,52.58667,     10.10770,100.56715,0.69215
 383.27499,52.60000,     10.10109,100.58594,0.69198
 383.55801,52.61333,     10.09788,100.58594,0.69179
 383.79800,52.62667,     10.09446,100.59214,0.69162
 384.06100,52.64000,     10.08939,100.61073,0.69145
 384.32599,52.65333,     10.08144,100.61073,0.69127
 384.57800,52.66667,     10.07336,100.61073,0.69109
 384.84799,52.68000,     10.07168,100.61073,0.69091
 385.10901,52.69333,     10.06347,100.63572,0.69073
 385.37399,52.70667,     10.05531,100.63572,0.69055
 385.63101,52.72000,     10.04851,100.63572,0.69038
 385.89499,52.73333,     10.04511,100.63572,0.69020
 386.15701,52.74667,     10.03981,100.63572,0.69002
 386.39999,52.76000,     10.03495,100.62971,0.68985
 386.69000,52.77333,     10.03118,100.63797,0.68966
 386.95200,52.78667,     10.02880,100.64417,0.68948
 387.20401,52.80000,     10.02236,100.66503,0.68931
 387.45700,52.81333,     10.01261,100.65864,0.68913
 387.72800,52.82667,     10.01177,100.65864,0.68895
 387.98801,52.84000,     10.00915,100.66484,0.68877
 388.24701,52.85333,     10.00091,100.66484,0.68859
 388.49600,52.86667,      9.99339,100.69396,0.68842
 388.76700,52.88000,      9.98839,100.69396,0.68823
 389.03000,52.89333,      9.98143,100.69396,0.68805
 389.29300,52.90667,      9.97821,100.69396,0.68787
 389.55399,52.92000,      9.97477,100.71894,0.68769
 389.80499,52.93333,      9.96894,100.71894,0.68752
 390.07599,52.94667,      9.96309,100.71894,0.68734
 390.32800,52.96000,      9.95414,100.72514,0.68716
 390.58899,52.97333,      9.95153,100.74374,0.68698
 390.85001,52.98667,      9.95455,100.72495,0.68680
 391.12100,53.00000,      9.94996,100.71875,0.68661
 391.37299,53.01333,      9.94413,100.71875,0.68644
 391.63599,53.02667,      9.93256,100.72514,0.68626
 391.89899,53.04000,      9.92641,100.71894,0.68608
 392.17200,53.05333,      9.92350,100.73360,0.68589
 392.41800,53.06667,      9.92179,100.74994,0.68572
 392.69101,53.08000,      9.91825,100.77286,0.68553
 392.93900,53.09333,      9.91321,100.77286,0.68536
 393.21500,53.10667,      9.90677,100.74393,0.68517
 393.47000,53.12000,      9.90180,100.71068,0.68499
 393.73499,53.13333,      9.89671,100.68362,0.68481
 393.99899,53.14667,      9.89225,100.68362,0.68462
 394.24301,53.16000,      9.88674,100.65864,0.68445
 394.51801,53.17333,      9.88112,100.65864,0.68426
 394.76700,53.18667,      9.88300,100.67104,0.68409
 395.03101,53.20000,      9.87664,100.68362,0.68390
 395.28601,53.21333,      9.87166,100.68362,0.68373
 395.55801,53.22667,      9.86622,100.69602,0.68354
 395.80801,53.24000,      9.86286,100.69602,0.68336
 396.07199,53.25333,      9.85986,100.70222,0.68318
 396.32901,53.26667,      9.85888,100.73961,0.68300
 396.60901,53.28000,      9.85457,100.76253,0.68280
 396.85400,53.29333,      9.84990,100.79559,0.68263
 397.12201,53.30667,      9.84526,100.81663,0.68244
 397.38000,53.32000,      9.84303,100.83109,0.68226
 397.64301,53.33333,      9.83980,100.85401,0.68208
 397.89999,53.34667,      9.83736,100.88313,0.68190
 398.15500,53.36000,      9.83216,100.87674,0.68172
 398.42300,53.37333,      9.82541,100.81663,0.68153
 398.67899,53.38667,      9.82400,100.78751,0.68135
 398.94199,53.40000,      9.81656,100.77286,0.68117
 399.20999,53.41333,      9.81296,100.77286,0.68098
 399.45599,53.42667,      9.81230,100.75407,0.68081
 399.72101,53.44000,      9.80951,100.77286,0.68062
 399.97900,53.45333,      9.80539,100.78319,0.68044
 400.24200,53.46667,      9.80216,100.81644,0.68025
 400.50400,53.48000,      9.80334,100.82264,0.68007
 400.76801,53.49333,      9.80139,100.83109,0.67988
 401.02499,53.50667,      9.79620,100.82490,0.67970
 401.28699,53.52000,      9.79212,100.82490,0.67952
 401.55701,53.53333,      9.78811,100.82490,0.67933
 401.80399,53.54667,      9.78598,100.82490,0.67915
 402.07001,53.56000,      9.78278,100.82490,0.67896
 402.32999,53.57333,      9.77825,100.82490,0.67878
 402.59500,53.58667,      9.77758,100.82490,0.67859
 402.85901,53.60000,      9.77605,100.82490,0.67841
 403.12100,53.61333,      9.77344,100.85401,0.67822
 403.37500,53.62667,      9.77138,100.85401,0.67804
 403.63300,53.64000,      9.76683,100.85401,0.67786
 403.88699,53.65333,      9.76583,100.86021,0.67768
 404.15701,53.66667,      9.76458,100.87900,0.67749
 404.41800,53.68000,      9.76111,100.87900,0.67730
 404.66699,53.69333,      9.76091,100.88520,0.67712
 404.92700,53.70667,      9.75638,100.90586,0.67694
 405.19699,53.72000,      9.75279,100.90586,0.67675
 405.46301,53.73333,      9.75298,100.92465,0.67656
 405.72101,53.74667,      9.74800,100.94531,0.67637
 405.98401,53.76000,      9.74901,100.95771,0.67619
 406.23999,53.77333,      9.74613,100.95771,0.67600
 406.48999,53.78667,      9.74467,100.96410,0.67583
 406.76199,53.80000,      9.74344,100.97030,0.67563
 407.01199,53.81333,      9.74113,100.95771,0.67545
 407.27802,53.82667,      9.73878,100.96391,0.67526
 407.53900,53.84000,      9.73977,100.98683,0.67508
 407.79700,53.85333,      9.74158,100.98683,0.67489
 408.06500,53.86667,      9.73904,100.98683,0.67470
 408.32800,53.88000,      9.73815,100.99923,0.67451
 408.58401,53.89333,      9.73846,101.01182,0.67433
 408.84299,53.90667,      9.73540,101.01182,0.67414
 409.10901,53.92000,      9.73751,101.01182,0.67395
 409.36899,53.93333,      9.73553,101.01182,0.67377
 409.61899,53.94667,      9.73174,101.02422,0.67359
 409.88300,53.96000,      9.73320,101.03661,0.67340
 410.14801,53.97333,      9.73510,101.03661,0.67321
 410.40399,53.98667,      9.73584,101.05747,0.67302
 410.65302,54.00000,      9.72991,101.06573,0.67284
 410.92499,54.01333,      9.72997,101.10312,0.67265
 411.18799,54.02667,      9.73143,101.13223,0.67246
 411.44699,54.04000,      9.73072,101.16962,0.67227
 411.70200,54.05333,      9.73189,101.21132,0.67209
 411.97101,54.06667,      9.73725,101.25491,0.67189
 412.22501,54.08000,      9.73820,101.23406,0.67171
 412.48700,54.09333,      9.73838,101.19460,0.67152
 412.74899,54.10667,      9.74027,101.15102,0.67133
 413.00201,54.12000,      9.73908,101.08865,0.67115
 413.26501,54.13333,      9.73735,101.05540,0.67096
 413.53201,54.14667,      9.73716,101.03680,0.67077
 413.79700,54.16000,      9.74016,101.03248,0.67058
 414.05399,54.17333,      9.74264,101.03248,0.67039
 414.31500,54.18667,      9.74047,101.04713,0.67020
 414.57800,54.20000,      9.74003,101.06367,0.67001
 414.83401,54.21333,      9.74316,101.06367,0.66983
 415.10001,54.22667,      9.74446,101.06367,0.66963
 415.35300,54.24000,      9.74927,101.06367,0.66945
 415.61600,54.25333,      9.75334,101.08245,0.66926
 415.88400,54.26667,      9.75724,101.06987,0.66906
 416.13199,54.28000,      9.75666,101.06987,0.66888
 416.39499,54.29333,      9.76052,101.06987,0.66869
 416.65799,54.30667,      9.76245,101.09692,0.66850
 416.92001,54.32000,      9.76588,101.10312,0.66831
 417.18100,54.33333,      9.77058,101.14050,0.66812
 417.43600,54.34667,      9.77158,101.16962,0.66794
 417.69601,54.36000,      9.77542,101.17582,0.66775
 417.96399,54.37333,      9.77635,101.16755,0.66755
 418.21500,54.38667,      9.78268,101.13223,0.66737
 418.47699,54.40000,      9.78548,101.13223,0.66718
 418.73901,54.41333,      9.78893,101.13223,0.66699
 419.00601,54.42667,      9.79265,101.14463,0.66679
 419.26199,54.44000,      9.79862,101.15722,0.66660
 419.52802,54.45333,      9.79911,101.13843,0.66641
 419.77600,54.46667,      9.80457,101.11138,0.66623
 420.03699,54.48000,      9.80932,101.09278,0.66604
 420.29001,54.49333,      9.81506,101.11570,0.66585
 420.56100,54.50667,      9.81733,101.13637,0.66566
 420.82001,54.52000,      9.82250,101.17394,0.66547
 421.08701,54.53333,      9.82754,101.21132,0.66527
 421.33801,54.54667,      9.83543,101.22579,0.66509
 421.61099,54.56000,      9.83817,101.24664,0.66489
 421.86301,54.57333,      9.84306,101.24664,0.66470
 422.12601,54.58667,      9.85110,101.27989,0.66451
 422.39600,54.60000,      9.85576,101.30056,0.66431
 422.64700,54.61333,      9.86195,101.31916,0.66413
 422.89700,54.62667,      9.86942,101.32536,0.66394
 423.16400,54.64000,      9.87795,101.32536,0.66375
 423.42599,54.65333,      9.88471,101.32536,0.66355
 423.69199,54.66667,      9.88870,101.30676,0.66336
 423.94699,54.68000,      9.89647,101.29849,0.66317
 424.21701,54.69333,      9.90484,101.29849,0.66297
 424.47101,54.70667,      9.91348,101.29849,0.66279
 424.72000,54.72000,      9.92141,101.31108,0.66260
 425.00201,54.73333,      9.93274,101.32761,0.66239
 425.24701,54.74667,      9.93675,101.32761,0.66221
 425.51300,54.76000,      9.94273,101.32761,0.66202
 425.77499,54.77333,      9.95018,101.32761,0.66182
 426.03500,54.78667,      9.95631,101.32761,0.66163
 426.29700,54.80000,      9.96572,101.32761,0.66144
 426.55600,54.81333,      9.97663,101.35673,0.66125
 426.81699,54.82667,      9.98474,101.35673,0.66105
 427.08600,54.84000,      9.99187,101.36293,0.66086
 427.34100,54.85333,     10.00253,101.38153,0.66067
 427.60101,54.86667,     10.01455,101.38153,0.66047
 427.85699,54.88000,     10.02329,101.38791,0.66029
 428.12799,54.89333,     10.03285,101.40444,0.66008
 428.39600,54.90667,     10.04521,101.38566,0.65989
 428.64899,54.92000,     10.05480,101.39186,0.65970
 428.90900,54.93333,     10.06317,101.41064,0.65951
 429.17700,54.94667,     10.07381,101.41064,0.65931
 429.42300,54.96000,     10.08638,101.41064,0.65912
 429.69901,54.97333,     10.09713,101.39205,0.65892
 429.95300,54.98667,     10.10698,101.38585,0.65873
 430.20700,55.00000,     10.11924,101.38585,0.65854
 430.47400,55.01333,     10.13165,101.38585,0.65834
 430.73499,55.02667,     10.14465,101.40444,0.65815
 430.99100,55.04000,     10.15542,101.41290,0.65796
 431.25800,55.05333,     10.16416,101.41290,0.65776
 431.52100,55.06667,     10.18026,101.43150,0.65757
 431.78101,55.08000,     10.19132,101.44390,0.65737
 432.03900,55.09333,     10.20390,101.46249,0.65718
 432.29099,55.10667,     10.21903,101.46249,0.65699
 432.55301,55.12000,     10.23276,101.46249,0.65680
 432.82999,55.13333,     10.24492,101.48335,0.65659
 433.08801,55.14667,     10.26146,101.49161,0.65640
 433.35101,55.16000,     10.27982,101.49781,0.65620
 433.59601,55.17333,     10.29295,101.51866,0.65602
 433.85999,55.18667,     10.30785,101.51866,0.65582
 434.13000,55.20000,     10.32326,101.53313,0.65562
 434.38901,55.21333,     10.33855,101.54985,0.65543
 434.65302,55.22667,     10.35501,101.55605,0.65523
 434.90601,55.24000,     10.36675,101.55830,0.65504
 435.17499,55.25333,     10.38153,101.55210,0.65484
 435.42999,55.26667,     10.40032,101.57070,0.65465
 435.70001,55.28000,     10.41864,101.57897,0.65445
 435.95901,55.29333,     10.43750,101.57258,0.65425
 436.21301,55.30667,     10.45369,101.56037,0.65406
 436.48199,55.32000,     10.47115,101.57897,0.65386
 436.73999,55.33333,     10.48741,101.57897,0.65367
 437.00201,55.34667,     10.50547,101.57897,0.65347
 437.26300,55.36000,     10.52442,101.57897,0.65328
 437.53000,55.37333,     10.54169,101.57897,0.65308
 437.78601,55.38667,     10.55708,101.57897,0.65288
 438.04599,55.40000,     10.57583,101.57897,0.65269
 438.30301,55.41333,     10.59455,101.57897,0.65250
 438.55600,55.42667,     10.61324,101.59137,0.65231
 438.82901,55.44000,     10.63372,101.60395,0.65210
 439.09201,55.45333,     10.65563,101.60395,0.65190
 439.35400,55.46667,     10.67821,101.62462,0.65171
 439.62299,55.48000,     10.69648,101.63307,0.65150
 439.87500,55.49333,     10.71676,101.63927,0.65131
 440.14999,55.50667,     10.73668,101.65994,0.65111
 440.40799,55.52000,     10.76234,101.65994,0.65091
 440.66299,55.53333,     10.78247,101.67872,0.65072
 440.92999,55.54667,     10.79726,101.68699,0.65052
 441.18500,55.56000,     10.81610,101.70784,0.65033
 441.44501,55.57333,     10.83876,101.71611,0.65013
 441.71600,55.58667,     10.86290,101.73696,0.64993
 441.97101,55.60000,     10.88928,101.72024,0.64974
 442.23700,55.61333,     10.91140,101.72024,0.64954
 442.50201,55.62667,     10.93153,101.73884,0.64934
 442.76501,55.64000,     10.95232,101.74504,0.64914
 443.01501,55.65333,     10.97892,101.74504,0.64895
 443.26999,55.66667,     11.00184,101.77641,0.64876
 443.54401,55.68000,     11.02413,101.79501,0.64855
 443.80701,55.69333,     11.04608,101.79501,0.64835
 444.05801,55.70667,     11.07320,101.80121,0.64816
 444.31799,55.72000,     11.09713,101.78054,0.64796
 444.58899,55.73333,     11.12166,101.73264,0.64776
 444.84601,55.74667,     11.14824,101.73264,0.64756
 445.11499,55.76000,     11.17057,101.75762,0.64736
 445.36700,55.77333,     11.19822,101.77228,0.64717
 445.64301,55.78667,     11.22355,101.79501,0.64696
 445.90302,55.80000,     11.24780,101.81379,0.64676
 446.16699,55.81333,     11.27234,101.83859,0.64656
 446.42700,55.82667,     11.29662,101.86151,0.64637
 446.68500,55.84000,     11.32732,101.90303,0.64617
 446.94699,55.85333,     11.35544,101.95074,0.64597
 447.20901,55.86667,     11.38201,101.95694,0.64577
 447.46600,55.88000,     11.40588,101.97986,0.64558
 447.72699,55.89333,     11.43314,101.97986,0.64538
 447.99899,55.90667,     11.46080,101.99226,0.64517
 448.25601,55.92000,     11.48804,101.99451,0.64498
 448.51700,55.93333,     11.51625,101.98212,0.64478
 448.78000,55.94667,     11.54761,102.00917,0.64458
 449.04401,55.96000,     11.57368,102.00917,0.64438
 449.30399,55.97333,     11.60170,102.01537,0.64418
 449.56699,55.98667,     11.62957,102.03397,0.64398
 449.82599,56.00000,     11.65828,102.03397,0.64378
 450.09201,56.01333,     11.69335,102.03397,0.64358
 450.35001,56.02667,     11.72031,102.05463,0.64339
 450.62201,56.04000,     11.74860,102.03603,0.64318
 450.87900,56.05333,     11.78093,102.05688,0.64298
 451.13800,56.06667,     11.81175,102.06515,0.64279
 451.39700,56.08000,     11.84080,102.09840,0.64259
 451.66599,56.09333,     11.87180,102.10460,0.64238
